date,year,week,total_commits,unique_authors,unique_props_contributors,total_lines_added,total_lines_deleted
2019-05-20,2019,21,89,5,43,3919,3331
2019-05-27,2019,22,36,6,13,333,281
2019-06-03,2019,23,18,5,15,1060,700
2019-06-10,2019,24,37,6,29,1854,1279
2019-06-17,2019,25,19,5,26,497,65
2019-06-24,2019,26,14,6,17,11772,5149
2019-07-01,2019,27,30,4,30,4384,2497
2019-07-08,2019,28,28,3,23,1248,809
2019-07-15,2019,29,31,3,28,3298,3110
2019-07-22,2019,30,34,2,43,2177,3787
2019-07-29,2019,31,45,5,44,936,641
2019-08-05,2019,32,37,5,46,2324,1375
2019-08-12,2019,33,45,8,53,2182,1155
2019-08-19,2019,34,66,6,68,1778,948
2019-08-26,2019,35,34,7,66,2647,803
2019-09-02,2019,36,158,7,35,3637,3136
2019-09-09,2019,37,62,6,63,6526,4319
2019-09-16,2019,38,90,14,84,9182,3597
2019-09-23,2019,39,111,14,130,36800,1096
2019-09-30,2019,40,69,9,87,20574,20737
2019-10-07,2019,41,55,14,87,4914,2070
2019-10-14,2019,42,90,9,39,22023,21369
2019-10-21,2019,43,43,7,43,1479,1187
2019-10-28,2019,44,42,9,42,19227,17083
2019-11-04,2019,45,48,6,26,2113,1468
2019-11-11,2019,46,48,3,58,4074,1894
2019-11-18,2019,47,29,2,45,236,116
2019-11-25,2019,48,38,5,64,1500,1124
2019-12-02,2019,49,20,5,34,599,861
2019-12-09,2019,50,133,4,74,12817,2827
2019-12-16,2019,51,43,3,38,589,218
2019-12-23,2019,52,15,1,19,444,283
2019-12-30,2020,1,21,4,23,1807,1332
2020-01-06,2020,2,24,5,21,2607,1901
2020-01-13,2020,3,22,1,37,736,673
2020-01-20,2020,4,25,5,14,1203,1019
2020-01-27,2020,5,56,4,62,1803,1317
2020-02-03,2020,6,57,9,69,3665,2681
2020-02-10,2020,7,69,10,116,4426,2261
2020-02-17,2020,8,55,8,47,3417,6439
2020-02-24,2020,9,53,6,72,1177,815
2020-03-02,2020,10,33,6,33,1341,1042
2020-03-09,2020,11,22,7,30,951,550
2020-03-16,2020,12,36,4,32,914,1252
2020-03-23,2020,13,35,7,34,3039,11260
2020-03-30,2020,14,23,6,20,881,670
2020-04-06,2020,15,21,6,44,1011,259
2020-04-13,2020,16,27,4,50,610,211
2020-04-20,2020,17,27,4,52,784,457
2020-04-27,2020,18,130,8,48,6625,2285
2020-05-04,2020,19,25,6,31,3719,2235
2020-05-11,2020,20,33,4,34,1985,1201
2020-05-18,2020,21,39,6,40,1765,285
2020-05-25,2020,22,20,4,17,10812,10555
2020-06-01,2020,23,50,10,62,3742,761
2020-06-08,2020,24,120,6,58,34199,32437
2020-06-15,2020,25,73,10,73,5807,2076
2020-06-22,2020,26,93,13,111,15292,8504
2020-06-29,2020,27,120,11,135,9515,2409
2020-07-06,2020,28,125,11,157,8210,3004
2020-07-13,2020,29,56,10,60,2219,2115
2020-07-20,2020,30,120,9,132,3513,2380
2020-07-27,2020,31,83,9,95,3579,1935
2020-08-03,2020,32,55,6,43,1824,1192
2020-08-10,2020,33,34,5,30,1203,975
2020-08-17,2020,34,46,3,37,388,261
2020-08-24,2020,35,59,5,71,1749,946
2020-08-31,2020,36,43,4,30,3229,1737
2020-09-07,2020,37,24,5,19,490,296
2020-09-14,2020,38,48,5,26,1283,618
2020-09-21,2020,39,42,5,18,1558,442
2020-09-28,2020,40,26,7,17,831,969
2020-10-05,2020,41,38,8,60,35881,707
2020-10-12,2020,42,72,13,83,8070,3007
2020-10-19,2020,43,108,12,163,43913,3822
2020-10-26,2020,44,162,11,72,8281,4284
2020-11-02,2020,45,68,6,44,21235,6141
2020-11-09,2020,46,69,9,97,17686,11302
2020-11-16,2020,47,75,10,76,7345,4662
2020-11-23,2020,48,26,7,23,547,1033
2020-11-30,2020,49,52,8,57,10268,14714
2020-12-07,2020,50,38,6,21,517,380
2020-12-14,2020,51,47,9,46,13868,5239
2020-12-21,2020,52,63,8,34,1518,3115
2020-12-28,2020,53,19,5,21,763,337
2021-01-04,2021,1,28,6,12,6139,7916
2021-01-11,2021,2,18,6,26,135,185
2021-01-18,2021,3,37,7,44,3968,2649
2021-01-25,2021,4,106,11,78,37734,31993
2021-02-01,2021,5,118,14,118,124858,114677
2021-02-08,2021,6,108,9,44,25980,2300
2021-02-15,2021,7,56,8,73,1916,1398
2021-02-22,2021,8,58,7,44,2630,13302
2021-03-01,2021,9,49,9,39,2785,23664
2021-03-08,2021,10,28,6,18,526,213
2021-03-15,2021,11,28,5,25,385,381
2021-03-22,2021,12,50,6,43,4582,3405
2021-03-29,2021,13,45,6,29,9135,4856
2021-04-05,2021,14,43,7,53,7149,5890
2021-04-12,2021,15,70,8,25,3730,1944
2021-04-19,2021,16,19,6,19,1075,417
2021-04-26,2021,17,15,7,26,1085,161
2021-05-03,2021,18,29,7,33,3287,1518
2021-05-10,2021,19,86,8,40,2462,814
2021-05-17,2021,20,35,10,98,5759,2842
2021-05-24,2021,21,94,12,108,30182,13737
2021-05-31,2021,22,31,11,49,1456,1721
2021-06-07,2021,23,62,11,94,4611,1923
2021-06-14,2021,24,47,6,51,4768,1622
2021-06-21,2021,25,60,15,61,1781,879
2021-06-28,2021,26,82,9,48,2854,1994
2021-07-05,2021,27,74,14,48,4853,2778
2021-07-12,2021,28,52,8,36,2552,2307
2021-07-19,2021,29,30,5,25,1218,1003
2021-07-26,2021,30,39,5,32,8787,8389
2021-08-02,2021,31,58,5,24,700,4428
2021-08-09,2021,32,34,3,25,1148,996
2021-08-16,2021,33,35,5,32,8763,8258
2021-08-23,2021,34,35,7,26,1883,1653
2021-08-30,2021,35,45,7,65,3868,2852
2021-09-06,2021,36,74,5,33,8740,7233
2021-09-13,2021,37,20,4,42,668,102
2021-09-20,2021,38,47,7,28,11408,3388
2021-09-27,2021,39,11,3,20,82,40
2021-10-04,2021,40,18,5,32,1760,1585
2021-10-11,2021,41,13,4,29,376,49
2021-10-18,2021,42,15,4,11,367,184
2021-10-25,2021,43,33,8,27,1520,489
2021-11-01,2021,44,70,12,117,6652,2179
2021-11-08,2021,45,122,19,153,30269,7829
2021-11-15,2021,46,76,14,136,5590,2140
2021-11-22,2021,47,33,8,47,9404,8216
2021-11-29,2021,48,60,8,57,2855,1948
2021-12-06,2021,49,38,9,38,7209,8194
2021-12-13,2021,50,30,9,42,1980,1045
2021-12-20,2021,51,27,5,41,2408,1482
2021-12-27,2021,52,10,3,10,141,102
2022-01-03,2022,1,115,8,54,2214,1285
2022-01-10,2022,2,41,9,34,1076,789
2022-01-17,2022,3,36,7,39,2255,1513
2022-01-24,2022,4,34,9,36,1321,1359
2022-01-31,2022,5,29,8,48,1782,1339
2022-02-07,2022,6,41,5,38,1420,873
2022-02-14,2022,7,55,8,50,1819,1218
2022-02-21,2022,8,29,5,41,332,178
2022-02-28,2022,9,16,5,33,976,813
2022-03-07,2022,10,107,7,62,2241,1044
2022-03-14,2022,11,36,9,45,537,340
2022-03-21,2022,12,31,5,31,1227,841
2022-03-28,2022,13,58,9,87,2492,694
2022-04-04,2022,14,65,8,86,2773,894
2022-04-11,2022,15,80,7,96,11685,10207
2022-04-18,2022,16,48,6,41,2133,1629
2022-04-25,2022,17,76,11,57,9627,4907
2022-05-02,2022,18,41,7,57,2444,1437
2022-05-09,2022,19,33,6,46,2098,1431
2022-05-16,2022,20,30,6,52,2888,1925
2022-05-23,2022,21,21,4,26,524,307
2022-05-30,2022,22,18,3,18,398,309
2022-06-06,2022,23,23,4,46,1063,654
2022-06-13,2022,24,41,4,27,1295,704
2022-06-20,2022,25,46,8,40,2312,1035
2022-06-27,2022,26,60,4,25,3933,7531
2022-07-04,2022,27,53,7,54,4554,3809
2022-07-11,2022,28,23,3,22,675,365
2022-07-18,2022,29,57,7,114,8702,5853
2022-07-25,2022,30,37,5,43,2830,2373
2022-08-01,2022,31,49,6,62,1743,858
2022-08-08,2022,32,39,8,56,3748,1083
2022-08-15,2022,33,20,4,31,400,201
2022-08-22,2022,34,35,7,103,5084,2444
2022-08-29,2022,35,114,6,30,2571,817
2022-09-05,2022,36,66,18,106,4355,4081
2022-09-12,2022,37,67,9,113,11514,2654
2022-09-19,2022,38,106,13,157,22093,19330
2022-09-26,2022,39,62,11,101,2204,1679
2022-10-03,2022,40,63,11,104,4326,1446
2022-10-10,2022,41,91,9,133,4234,1962
2022-10-17,2022,42,148,10,61,7273,2665
2022-10-24,2022,43,57,10,60,12981,12339
2022-10-31,2022,44,32,7,35,642,1324
2022-11-07,2022,45,76,9,122,2635,1790
2022-11-14,2022,46,26,4,26,454,413
2022-11-21,2022,47,27,2,32,321,154
2022-11-28,2022,48,46,7,28,1744,1094
2022-12-05,2022,49,24,4,22,556,372
2022-12-12,2022,50,49,8,38,10423,7446
2022-12-19,2022,51,11,4,19,357,193
2022-12-26,2022,52,8,1,7,368,151
2023-01-02,2023,1,13,4,15,218,151
2023-01-09,2023,2,38,6,44,291,349
2023-01-16,2023,3,39,8,70,27363,26858
2023-01-23,2023,4,46,8,56,2215,979
2023-01-30,2023,5,65,12,92,9071,945
2023-02-06,2023,6,83,16,143,20605,7892
2023-02-13,2023,7,57,15,78,4816,4226
2023-02-20,2023,8,60,10,77,2423,1360
2023-02-27,2023,9,36,10,71,1851,1687
2023-03-06,2023,10,78,13,62,6708,3711
2023-03-13,2023,11,24,5,38,1262,968
2023-03-20,2023,12,30,5,46,1823,1335
2023-03-27,2023,13,24,5,34,497,151
2023-04-03,2023,14,24,4,31,654,245
2023-04-10,2023,15,12,3,22,94,249
2023-04-17,2023,16,25,9,20,2004,458
2023-04-24,2023,17,21,6,31,406,342
2023-05-01,2023,18,27,6,50,1408,675
2023-05-08,2023,19,30,6,68,2100,1639
2023-05-15,2023,20,88,6,44,4860,520
2023-05-22,2023,21,20,8,48,1232,290
2023-05-29,2023,22,14,5,13,497,252
2023-06-05,2023,23,27,8,47,712,359
2023-06-12,2023,24,32,9,51,1372,910
2023-06-19,2023,25,90,10,165,2867,1418
2023-06-26,2023,26,97,16,146,29226,11819
2023-07-03,2023,27,58,9,63,3697,3794
2023-07-10,2023,28,61,10,106,3791,2652
2023-07-17,2023,29,40,15,63,4874,1183
2023-07-24,2023,30,42,9,45,3595,2262
2023-07-31,2023,31,36,8,40,1850,768
2023-08-07,2023,32,34,9,38,21859,16908
2023-08-14,2023,33,25,9,26,1338,393
2023-08-21,2023,34,59,19,88,3117,1695
2023-08-28,2023,35,31,11,44,3755,844
2023-09-04,2023,36,41,10,48,32177,2035
2023-09-11,2023,37,51,11,44,3749,1666
2023-09-18,2023,38,69,13,122,6363,2006
2023-09-25,2023,39,81,17,173,43527,6045
2023-10-02,2023,40,50,11,97,5887,3926
2023-10-09,2023,41,136,19,134,24411,13615
2023-10-16,2023,42,44,12,78,9843,9420
2023-10-23,2023,43,45,12,64,9085,4679
2023-10-30,2023,44,37,8,57,10775,9687
2023-11-06,2023,45,43,10,46,1591,1241
2023-11-13,2023,46,20,5,41,8081,8008
2023-11-20,2023,47,10,4,25,498,153
2023-11-27,2023,48,13,5,18,1454,672
2023-12-04,2023,49,29,9,51,797,259
2023-12-11,2023,50,16,4,29,457,137
2023-12-18,2023,51,31,7,27,12842,7232
2023-12-25,2023,52,8,2,16,23,15
2024-01-01,2024,1,11,4,5,165,119
2024-01-08,2024,2,39,11,62,3535,730
2024-01-15,2024,3,37,10,62,1272,411
2024-01-22,2024,4,51,12,63,9100,2911
2024-01-29,2024,5,159,14,82,12616,7012
2024-02-05,2024,6,53,12,219,21917,3417
2024-02-12,2024,7,70,17,121,4656,3446
2024-02-19,2024,8,53,14,99,4819,3714
2024-02-26,2024,9,49,10,81,5937,1732
2024-03-04,2024,10,41,13,55,1242,863
2024-03-11,2024,11,51,10,47,3345,2063
2024-03-18,2024,12,26,7,30,473,280
2024-03-25,2024,13,27,7,70,1791,1199
2024-04-01,2024,14,42,13,71,1601,742
2024-04-08,2024,15,48,9,38,24469,16414
2024-04-15,2024,16,36,6,38,25834,704
2024-04-22,2024,17,25,9,34,842,280
2024-04-29,2024,18,47,9,86,2892,1456
2024-05-06,2024,19,38,13,66,1218,415
2024-05-13,2024,20,35,12,39,2714,2738
2024-05-20,2024,21,28,11,45,9783,2816
2024-05-27,2024,22,88,16,113,7289,6323
2024-06-03,2024,23,85,20,113,5206,5056
2024-06-10,2024,24,47,16,94,3108,2318
2024-06-17,2024,25,45,14,76,1987,923
2024-06-24,2024,26,136,14,80,16678,12532
2024-07-01,2024,27,83,11,55,6892,10610
2024-07-08,2024,28,32,9,32,1389,1060
2024-07-15,2024,29,58,12,64,5227,2022
2024-07-22,2024,30,47,13,65,3346,843
2024-07-29,2024,31,27,6,32,2533,334
2024-08-05,2024,32,35,10,48,2329,957
2024-08-12,2024,33,29,7,65,560,211
2024-08-19,2024,34,23,8,62,1844,295
2024-08-26,2024,35,27,11,47,599,328
2024-09-02,2024,36,36,10,66,1596,1012
2024-09-09,2024,37,24,7,39,1100,373
2024-09-16,2024,38,56,22,96,8369,3729
2024-09-23,2024,39,36,12,45,1789,1230
2024-09-30,2024,40,71,16,160,42779,25094
2024-10-07,2024,41,41,11,75,28027,53399
2024-10-14,2024,42,34,12,71,2591,1433
2024-10-21,2024,43,45,10,68,1755,1094
2024-10-28,2024,44,32,7,30,5743,3425
2024-11-04,2024,45,43,11,41,3212,2518
2024-11-11,2024,46,28,10,35,887,124
2024-11-18,2024,47,48,13,73,1830,755
2024-11-25,2024,48,19,8,39,891,715
2024-12-02,2024,49,23,7,39,956,455
2024-12-09,2024,50,18,6,54,1070,379
2024-12-16,2024,51,40,10,75,5080,4018
2024-12-23,2024,52,9,3,12,52,21
2024-12-30,2025,1,11,3,10,67,52
2025-01-06,2025,2,23,8,44,790,135
2025-01-13,2025,3,65,7,40,2173,667
2025-01-20,2025,4,47,8,86,1353,544
2025-01-27,2025,5,40,9,66,7082,1550
2025-02-03,2025,6,42,9,88,6751,5418
2025-02-10,2025,7,34,11,48,1487,466
2025-02-17,2025,8,35,13,94,4014,517
2025-02-24,2025,9,39,12,78,3659,455
2025-03-03,2025,10,56,11,85,3205,1908
2025-03-10,2025,11,45,11,87,15798,12583
2025-03-17,2025,12,67,8,75,34345,36051
2025-03-24,2025,13,40,9,40,754,4494
2025-03-31,2025,14,24,6,23,880,733
2025-04-07,2025,15,20,7,29,8079,8006
2025-04-14,2025,16,23,5,23,643,351
2025-04-21,2025,17,16,4,23,216,90
2025-04-28,2025,18,25,4,52,726,524
2025-05-05,2025,19,14,2,25,232,59
2025-05-12,2025,20,10,2,10,93,27
2025-05-19,2025,21,7,2,13,122,74
2025-05-26,2025,22,24,5,34,1138,576
2025-06-02,2025,23,21,8,42,164,324
2025-06-09,2025,24,17,5,24,1020,303
2025-06-16,2025,25,28,5,17,385,406
2025-06-23,2025,26,27,8,35,592,283
2025-06-30,2025,27,52,10,45,492,4507
2025-07-07,2025,28,33,9,54,1345,1295
2025-07-14,2025,29,39,5,38,498,206
2025-07-21,2025,30,26,6,24,729,930
2025-07-28,2025,31,21,7,48,522,290
2025-08-04,2025,32,86,10,40,1085,216
2025-08-11,2025,33,21,8,52,2471,137
2025-08-18,2025,34,15,6,40,282,149
2025-08-25,2025,35,39,15,74,2388,921
2025-09-01,2025,36,21,7,48,1527,346
2025-09-08,2025,37,21,8,44,1260,519
2025-09-15,2025,38,50,9,34,4502,4552
2025-09-22,2025,39,17,6,27,1226,1014
2025-09-29,2025,40,95,10,50,5574,3161
2025-10-06,2025,41,24,9,46,2488,704
2025-10-13,2025,42,56,11,80,11425,6290
2025-10-20,2025,43,85,20,120,21849,3623
2025-10-27,2025,44,47,11,94,3132,2111
2025-11-03,2025,45,74,12,72,5970,2800
2025-11-10,2025,46,63,14,87,11190,9506
2025-11-17,2025,47,34,12,43,1276,802
2025-11-24,2025,48,43,11,68,2373,5738
2025-12-01,2025,49,32,10,54,741,439
2025-12-08,2025,50,21,5,43,513,199
2025-12-15,2025,51,16,6,28,288,137
2025-12-22,2025,52,17,6,33,1106,740
