date,year,week,total_commits,unique_authors,unique_props_contributors,total_lines_added,total_lines_deleted
2003-03-31,2003,14,249,3,0,24208,13409
2003-04-07,2003,15,246,2,0,16460,13344
2003-04-21,2003,17,255,2,0,16548,13596
2003-05-05,2003,19,265,2,0,16937,13736
2003-05-12,2003,20,270,2,0,17835,14233
2003-05-19,2003,21,282,2,0,16322,14389
2003-05-26,2003,22,219,5,0,8994,6419
2003-06-02,2003,23,195,5,0,7645,4847
2003-06-09,2003,24,157,5,0,7345,4472
2003-06-16,2003,25,126,5,0,5294,3230
2003-06-23,2003,26,127,5,0,4400,2763
2003-06-30,2003,27,129,5,0,4475,2661
2003-07-07,2003,28,147,5,0,5468,3273
2003-07-14,2003,29,164,5,0,5579,3403
2003-07-21,2003,30,182,5,0,7758,5679
2003-07-28,2003,31,179,5,0,7525,5665
2003-08-04,2003,32,191,6,0,7722,5171
2003-08-11,2003,33,201,6,0,7896,6246
2003-08-18,2003,34,210,6,0,7974,5963
2003-08-25,2003,35,207,6,0,9144,6954
2003-09-01,2003,36,204,6,0,9077,6981
2003-09-08,2003,37,203,6,0,9226,7074
2003-09-15,2003,38,214,6,0,10143,7952
2003-09-22,2003,39,234,6,0,10972,8910
2003-09-29,2003,40,236,6,0,11006,8822
2003-10-06,2003,41,244,6,0,12981,9591
2003-10-13,2003,42,270,7,0,12650,9545
2003-10-20,2003,43,295,7,0,12520,9403
2003-10-27,2003,44,301,6,0,11575,9486
2003-11-03,2003,45,288,6,0,10772,8624
2003-11-10,2003,46,290,7,0,13739,11849
2003-11-17,2003,47,296,8,0,12708,11167
2003-11-24,2003,48,317,8,0,13656,12218
2003-12-01,2003,49,350,8,0,14262,12662
2003-12-08,2003,50,372,8,0,14069,12145
2003-12-15,2003,51,352,8,0,13228,11142
2003-12-22,2003,52,344,8,0,12474,10836
2003-12-29,2004,1,325,8,0,10538,10005
2004-01-05,2004,2,306,8,0,9400,8353
2004-01-12,2004,3,302,7,0,9294,8438
2004-01-19,2004,4,277,7,0,9309,8408
2004-01-26,2004,5,301,7,0,10595,8856
2004-02-02,2004,6,355,7,1,10711,6982
2004-02-09,2004,7,375,7,1,11648,8128
2004-02-16,2004,8,381,6,1,11225,7497
2004-02-23,2004,9,380,6,1,10725,7124
2004-03-01,2004,10,397,6,1,12024,7403
2004-03-08,2004,11,407,6,1,13895,8974
2004-03-15,2004,12,414,6,1,14368,9283
2004-03-22,2004,13,437,7,1,14555,9596
2004-03-29,2004,14,423,7,1,13983,8909
2004-04-05,2004,15,394,7,1,13793,8735
2004-04-12,2004,16,391,7,1,13643,8542
2004-04-19,2004,17,364,6,1,12452,7830
2004-04-26,2004,18,291,5,0,8214,5806
2004-05-03,2004,19,263,5,0,6943,4486
2004-05-10,2004,20,253,5,1,6871,4196
2004-05-17,2004,21,230,5,1,7131,4444
2004-05-24,2004,22,183,5,1,5490,3835
2004-05-31,2004,23,182,5,1,4139,2683
2004-06-07,2004,24,183,5,1,4303,2338
2004-06-14,2004,25,190,5,1,6117,5766
2004-06-21,2004,26,197,5,1,6894,5869
2004-06-28,2004,27,250,6,1,10400,9202
2004-07-05,2004,28,262,5,1,10442,10873
2004-07-12,2004,29,270,5,1,10773,10954
2004-07-19,2004,30,304,5,1,11685,12017
2004-07-26,2004,31,324,5,1,12180,12502
2004-08-02,2004,32,322,5,0,12562,13236
2004-08-09,2004,33,319,5,0,12018,12804
2004-08-16,2004,34,310,5,0,11610,12743
2004-08-23,2004,35,300,5,0,11038,12244
2004-08-30,2004,36,300,6,0,10955,12628
2004-09-06,2004,37,289,6,0,9066,8994
2004-09-13,2004,38,273,6,0,8545,9144
2004-09-20,2004,39,243,6,0,5494,6193
2004-09-27,2004,40,271,6,0,7676,4906
2004-10-04,2004,41,275,6,0,7403,4867
2004-10-11,2004,42,266,6,0,9291,5323
2004-10-18,2004,43,265,6,0,10831,6730
2004-10-25,2004,44,269,6,0,10058,5996
2004-11-01,2004,45,282,6,0,10214,6074
2004-11-08,2004,46,317,6,0,11038,6400
2004-11-15,2004,47,382,6,0,11808,7051
2004-11-22,2004,48,434,6,0,11819,7116
2004-11-29,2004,49,465,6,0,12069,7459
2004-12-06,2004,50,478,8,0,11807,7218
2004-12-13,2004,51,472,8,1,11834,7121
2004-12-20,2004,52,457,8,1,9763,6992
2004-12-27,2004,53,453,8,1,9640,6914
2005-01-03,2005,1,443,8,1,7197,5652
2005-01-10,2005,2,441,8,1,5278,3779
2005-01-17,2005,3,428,8,1,5781,3924
2005-01-24,2005,4,417,7,1,5725,3853
2005-01-31,2005,5,412,7,1,37891,4417
2005-02-07,2005,6,345,7,1,37116,3776
2005-02-14,2005,7,280,6,1,36333,3189
2005-02-21,2005,8,244,2,1,69082,2803
2005-02-28,2005,9,223,2,1,101979,2636
2005-03-07,2005,10,206,2,0,101534,2398
2005-03-14,2005,11,179,2,0,101234,2206
2005-03-21,2005,12,176,2,0,134830,4225
2005-03-28,2005,13,174,2,0,135376,4866
2005-04-04,2005,14,150,2,0,168313,4771
2005-04-11,2005,15,169,2,0,201588,4971
2005-04-18,2005,16,164,2,0,201850,5213
2005-04-25,2005,17,150,2,0,170104,5000
2005-05-02,2005,18,157,2,0,170994,5862
2005-05-09,2005,19,150,2,0,170937,5817
2005-05-16,2005,20,152,2,0,138459,6261
2005-05-23,2005,21,167,2,0,105645,6380
2005-05-30,2005,22,182,2,0,139746,6756
2005-06-06,2005,23,197,2,0,139941,6886
2005-06-13,2005,24,203,2,0,107100,4868
2005-06-20,2005,25,214,2,0,106850,4731
2005-06-27,2005,26,226,2,0,75695,5598
2005-07-04,2005,27,220,2,0,43924,6185
2005-07-11,2005,28,226,2,0,44308,6365
2005-07-18,2005,29,216,2,0,43682,6206
2005-07-25,2005,30,216,2,0,43502,6012
2005-08-01,2005,31,225,2,0,44658,6962
2005-08-08,2005,32,216,2,0,44098,6520
2005-08-15,2005,33,222,2,0,45161,7631
2005-08-22,2005,34,264,2,0,14817,10638
2005-08-29,2005,35,357,2,0,18492,13545
2005-09-05,2005,36,378,3,0,17872,15042
2005-09-12,2005,37,396,3,0,18917,14962
2005-09-19,2005,38,401,3,0,17093,14143
2005-09-26,2005,39,412,3,0,15856,13509
2005-10-03,2005,40,431,3,0,15241,13139
2005-10-10,2005,41,447,3,0,14978,12746
2005-10-17,2005,42,461,3,0,14453,12279
2005-10-24,2005,43,478,3,0,14647,11806
2005-10-31,2005,44,492,3,0,14574,11780
2005-11-07,2005,45,494,3,0,13352,10621
2005-11-14,2005,46,440,3,0,9553,7192
2005-11-21,2005,47,348,3,0,6169,4327
2005-11-28,2005,48,343,3,0,6593,2874
2005-12-05,2005,49,305,3,0,5580,2697
2005-12-12,2005,50,326,3,0,7986,5252
2005-12-19,2005,51,311,2,1,8203,5590
2005-12-26,2005,52,286,2,1,9085,6533
2006-01-02,2006,1,272,2,1,8981,6523
2006-01-09,2006,2,268,2,2,10116,7238
2006-01-16,2006,3,262,2,2,9009,6976
2006-01-23,2006,4,239,2,2,9175,7145
2006-01-30,2006,5,252,2,2,11722,9678
2006-02-06,2006,6,250,2,2,11723,9682
2006-02-13,2006,7,245,2,2,11434,9565
2006-02-20,2006,8,216,2,2,11682,9727
2006-02-27,2006,9,218,2,2,11271,9304
2006-03-06,2006,10,193,2,3,9194,6854
2006-03-13,2006,11,206,2,3,8714,6554
2006-03-20,2006,12,220,2,3,15435,12930
2006-03-27,2006,13,226,2,3,15480,13044
2006-04-03,2006,14,243,2,4,15071,12856
2006-04-10,2006,15,243,2,4,15305,12992
2006-04-17,2006,16,297,2,4,15685,13296
2006-04-24,2006,17,269,2,4,13203,10858
2006-05-01,2006,18,284,2,4,13310,10934
2006-05-08,2006,19,303,2,4,13440,11103
2006-05-15,2006,20,302,2,4,12645,10840
2006-05-22,2006,21,305,2,4,14803,10868
2006-05-29,2006,22,297,2,2,14306,10671
2006-06-05,2006,23,275,2,2,13935,10279
2006-06-12,2006,24,299,2,2,6927,3505
2006-06-19,2006,25,296,2,2,6811,3447
2006-06-26,2006,26,269,2,1,6510,3014
2006-07-03,2006,27,274,2,1,6683,3885
2006-07-10,2006,28,257,3,1,7399,4052
2006-07-17,2006,29,345,4,3,11212,7499
2006-07-24,2006,30,360,4,3,22227,13895
2006-07-31,2006,31,344,4,3,22872,13711
2006-08-07,2006,32,356,4,3,25906,16812
2006-08-14,2006,33,356,4,3,23554,16775
2006-08-21,2006,34,357,4,3,23457,16796
2006-08-28,2006,35,378,4,3,26033,19266
2006-09-04,2006,36,370,4,3,25674,18907
2006-09-11,2006,37,412,4,5,26088,24266
2006-09-18,2006,38,448,4,5,32495,24604
2006-09-25,2006,39,429,4,5,31989,23523
2006-10-02,2006,40,401,3,5,30976,23150
2006-10-09,2006,41,306,3,3,26962,19547
2006-10-16,2006,42,300,3,4,16685,13383
2006-10-23,2006,43,316,3,5,15895,13385
2006-10-30,2006,44,347,3,5,13054,10433
2006-11-06,2006,45,379,3,5,17563,11732
2006-11-13,2006,46,402,3,5,17820,11781
2006-11-20,2006,47,376,3,5,14970,9165
2006-11-27,2006,48,357,3,5,14740,8962
2006-12-04,2006,49,353,3,3,18523,4570
2006-12-11,2006,50,326,3,2,12496,4269
2006-12-18,2006,51,377,3,3,13873,5475
2006-12-25,2006,52,398,3,9,13785,5316
2007-01-01,2007,1,438,3,10,14604,5971
2007-01-08,2007,2,470,4,9,14833,6136
2007-01-15,2007,3,484,4,9,15307,6126
2007-01-22,2007,4,495,4,9,16096,6621
2007-01-29,2007,5,467,4,9,14471,7722
2007-02-05,2007,6,481,4,9,18546,10349
2007-02-12,2007,7,528,4,10,25805,17191
2007-02-19,2007,8,577,4,10,26931,18158
2007-02-26,2007,9,550,4,10,24302,17552
2007-03-05,2007,10,599,4,10,30164,23859
2007-03-12,2007,11,620,4,14,34815,27905
2007-03-19,2007,12,614,4,9,35303,28242
2007-03-26,2007,13,613,4,9,35651,28549
2007-04-02,2007,14,583,4,10,35441,28706
2007-04-09,2007,15,560,4,10,34843,28680
2007-04-16,2007,16,517,4,11,33893,28055
2007-04-23,2007,17,509,4,11,32347,26077
2007-04-30,2007,18,469,5,11,29919,25164
2007-05-07,2007,19,420,5,9,22828,18445
2007-05-14,2007,20,384,5,9,21679,17530
2007-05-21,2007,21,366,5,9,19934,17003
2007-05-28,2007,22,337,5,9,14077,10746
2007-06-04,2007,23,301,5,5,8810,6047
2007-06-11,2007,24,335,5,7,9674,6329
2007-06-18,2007,25,345,5,7,9855,6622
2007-06-25,2007,26,372,4,10,12484,9097
2007-07-02,2007,27,387,4,8,13069,9482
2007-07-09,2007,28,389,4,11,13014,9540
2007-07-16,2007,29,398,4,16,12032,9301
2007-07-23,2007,30,435,4,16,11989,8903
2007-07-30,2007,31,461,4,19,12719,9232
2007-08-06,2007,32,443,4,19,12635,9149
2007-08-13,2007,33,450,4,21,13117,9377
2007-08-20,2007,34,426,4,21,12559,9161
2007-08-27,2007,35,395,4,21,12099,8822
2007-09-03,2007,36,332,4,18,10456,7978
2007-09-10,2007,37,285,4,16,9524,6794
2007-09-17,2007,38,244,4,14,6771,4550
2007-09-24,2007,39,235,4,13,8944,5054
2007-10-01,2007,40,296,4,12,13929,9044
2007-10-08,2007,41,327,4,11,19486,11758
2007-10-15,2007,42,318,4,13,21837,12260
2007-10-22,2007,43,321,3,14,24166,13266
2007-10-29,2007,44,342,3,16,25355,13781
2007-11-05,2007,45,356,3,16,28151,14073
2007-11-12,2007,46,385,3,16,29023,14756
2007-11-19,2007,47,437,4,16,31113,17722
2007-11-26,2007,48,549,4,19,41258,19120
2007-12-03,2007,49,660,4,21,45690,22904
2007-12-10,2007,50,766,4,25,51586,27096
2007-12-17,2007,51,796,4,28,50897,27742
2007-12-24,2007,52,863,4,36,49199,25112
2007-12-31,2008,1,965,4,37,45530,24092
2008-01-07,2008,2,1012,4,37,42632,22914
2008-01-14,2008,3,1005,4,36,39575,21533
2008-01-21,2008,4,1004,4,35,38480,21093
2008-01-28,2008,5,1085,4,33,36841,21800
2008-02-04,2008,6,1127,4,33,36247,21532
2008-02-11,2008,7,1112,4,36,34384,18650
2008-02-18,2008,8,1025,4,34,25100,17643
2008-02-25,2008,9,940,4,32,23716,15611
2008-03-03,2008,10,861,4,30,20535,12431
2008-03-10,2008,11,839,4,26,19536,12124
2008-03-17,2008,12,723,4,15,17364,11733
2008-03-24,2008,13,601,4,14,18199,10656
2008-03-31,2008,14,586,6,18,21775,12188
2008-04-07,2008,15,605,6,15,22911,12925
2008-04-14,2008,16,624,6,15,27811,15373
2008-04-21,2008,17,575,6,14,27811,15095
2008-04-28,2008,18,541,7,16,29990,15888
2008-05-05,2008,19,579,8,15,30822,16064
2008-05-12,2008,20,613,8,19,31801,16264
2008-05-19,2008,21,661,8,22,33417,16839
