date,year,week,total_commits,unique_authors,unique_props_contributors,total_lines_added,total_lines_deleted
2019-06-10,2019,24,420,20,292,35097,21618
2019-06-17,2019,25,541,19,299,36880,23475
2019-06-24,2019,26,584,19,314,42909,27729
2019-07-01,2019,27,660,20,345,40319,26177
2019-07-08,2019,28,741,21,400,72735,24776
2019-07-15,2019,29,782,22,420,92061,44704
2019-07-22,2019,30,806,22,448,93677,43664
2019-07-29,2019,31,862,22,442,113523,61246
2019-08-05,2019,32,860,23,434,114066,61792
2019-08-12,2019,33,865,24,437,130969,77500
2019-08-19,2019,34,868,23,420,130900,77813
2019-08-26,2019,35,850,23,402,133196,78759
2019-09-02,2019,36,845,23,397,130785,78072
2019-09-09,2019,37,725,23,406,128648,76060
2019-09-16,2019,38,683,23,388,122721,72602
2019-09-23,2019,39,726,22,393,126356,71832
2019-09-30,2019,40,658,20,357,90145,70954
2019-10-07,2019,41,604,19,334,70015,50500
2019-10-14,2019,42,570,14,301,66908,49762
2019-10-21,2019,43,504,14,291,47492,30294
2019-10-28,2019,44,483,14,299,46749,29780
2019-11-04,2019,45,466,13,278,28725,13716
2019-11-11,2019,46,474,13,289,28415,13565
2019-11-18,2019,47,483,15,295,28006,14352
2019-11-25,2019,48,523,17,348,32196,16497
2019-12-02,2019,49,540,19,332,34113,21812
2019-12-09,2019,50,573,19,353,34691,21766
2019-12-16,2019,51,473,20,330,23215,19981
2019-12-23,2019,52,452,19,313,23577,20313
2019-12-30,2020,1,473,19,314,24047,21282
2020-01-06,2020,2,487,21,314,25279,31210
2020-01-13,2020,3,486,20,313,23553,29979
2020-01-20,2020,4,485,22,315,23828,29565
2020-01-27,2020,5,487,22,332,23235,28757
2020-02-03,2020,6,458,21,325,22216,27897
2020-02-10,2020,7,531,19,319,25176,27501
2020-02-17,2020,8,487,18,265,24469,27475
2020-02-24,2020,9,465,17,260,23037,22237
2020-03-02,2020,10,451,17,232,23625,21707
2020-03-09,2020,11,438,17,231,33096,31220
2020-03-16,2020,12,466,18,254,35887,31431
2020-03-23,2020,13,550,18,268,69172,62616
2020-03-30,2020,14,588,17,301,71940,53432
2020-04-06,2020,15,658,20,354,86351,61266
2020-04-13,2020,16,757,19,397,94855,63416
2020-04-20,2020,17,855,19,464,102455,66209
2020-04-27,2020,18,884,19,468,103890,67867
2020-05-04,2020,19,874,19,520,100778,67962
2020-05-11,2020,20,932,19,555,100638,67662
2020-05-18,2020,21,954,19,559,100477,67653
2020-05-25,2020,22,949,19,544,99915,68343
2020-06-01,2020,23,975,19,550,89491,58049
2020-06-08,2020,24,984,20,552,87498,58234
2020-06-15,2020,25,907,20,542,56528,27534
2020-06-22,2020,26,858,21,514,51211,25754
2020-06-29,2020,27,813,20,482,37202,17868
2020-07-06,2020,28,735,20,421,29245,15901
2020-07-13,2020,29,636,19,334,21866,13866
2020-07-20,2020,30,618,20,342,55528,12458
2020-07-27,2020,31,570,21,303,60085,13085
2020-08-03,2020,32,595,23,343,100419,14972
2020-08-10,2020,33,702,22,354,106876,18064
2020-08-17,2020,34,736,21,356,126908,23230
2020-08-24,2020,35,759,20,386,144206,34271
2020-08-31,2020,36,775,21,387,149802,37987
2020-09-07,2020,37,758,21,386,147120,37283
2020-09-14,2020,38,786,21,392,156898,51701
2020-09-21,2020,39,776,21,394,156132,51463
2020-09-28,2020,40,781,23,406,168442,56260
2020-10-05,2020,41,818,24,412,169129,58406
2020-10-12,2020,42,799,25,393,134011,58036
2020-10-19,2020,43,755,23,362,132080,62945
2020-10-26,2020,44,665,21,292,88302,59308
2020-11-02,2020,45,540,19,273,83989,57673
2020-11-09,2020,46,578,19,280,100488,83525
2020-11-16,2020,47,627,21,300,207660,186900
2020-11-23,2020,48,660,21,284,226295,184538
2020-11-30,2020,49,690,22,302,227664,184903
2020-12-07,2020,50,696,22,297,220026,183491
2020-12-14,2020,51,707,22,307,222294,206775
2020-12-21,2020,52,688,22,299,208952,201749
2020-12-28,2020,53,653,22,294,207819,199015
2021-01-04,2021,1,684,21,302,211638,202083
2021-01-11,2021,2,701,21,312,214634,199023
2021-01-18,2021,3,726,22,320,221648,204728
2021-01-25,2021,4,759,23,311,221410,204023
2021-02-01,2021,5,672,22,285,184751,172447
2021-02-08,2021,6,569,20,232,60978,57931
2021-02-15,2021,7,490,19,233,38285,57149
2021-02-22,2021,8,520,18,206,38831,56565
2021-03-01,2021,9,497,19,252,41960,46105
2021-03-08,2021,10,542,19,290,69357,36178
2021-03-15,2021,11,545,20,306,70287,37686
2021-03-22,2021,12,579,20,334,74513,39228
2021-03-29,2021,13,576,20,332,74699,37445
2021-04-05,2021,14,591,22,340,67345,33468
2021-04-12,2021,15,630,21,328,63050,29572
2021-04-19,2021,16,634,22,332,64173,30406
2021-04-26,2021,17,667,22,335,65650,32296
2021-05-03,2021,18,682,22,339,65783,33138
2021-05-10,2021,19,692,22,333,71283,40009
2021-05-17,2021,20,664,22,320,69521,43623
2021-05-24,2021,21,663,21,276,64910,41777
2021-05-31,2021,22,604,21,250,43491,36298
2021-06-07,2021,23,608,22,237,43918,36230
2021-06-14,2021,24,591,21,212,43175,37159
2021-06-21,2021,25,618,20,208,47147,42770
2021-06-28,2021,26,578,19,203,46034,41993
2021-07-05,2021,27,543,20,199,54588,43387
2021-07-12,2021,28,480,17,194,49817,40649
2021-07-19,2021,29,446,15,194,49025,39927
2021-07-26,2021,30,429,16,207,48183,38973
2021-08-02,2021,31,405,16,196,39763,30768
2021-08-09,2021,32,380,18,199,40583,26829
2021-08-16,2021,33,416,21,252,46087,28012
2021-08-23,2021,34,503,27,323,67593,27583
2021-08-30,2021,35,544,29,393,71300,28070
2021-09-06,2021,36,532,29,391,76836,33434
2021-09-13,2021,37,518,29,392,70951,28149
2021-09-20,2021,38,536,29,382,77492,36241
2021-09-27,2021,39,519,29,378,68064,33898
2021-10-04,2021,40,535,29,378,70390,35340
2021-10-11,2021,41,527,28,371,68771,33857
2021-10-18,2021,42,629,28,373,70609,35093
2021-10-25,2021,43,655,28,382,71318,35698
2021-11-01,2021,44,658,27,383,72053,36722
2021-11-08,2021,45,622,26,348,66722,35902
2021-11-15,2021,46,529,21,292,38235,29412
2021-11-22,2021,47,494,20,229,34065,28145
2021-11-29,2021,48,516,20,224,26480,21147
2021-12-06,2021,49,485,20,225,23957,19377
2021-12-13,2021,50,463,19,233,17724,11996
2021-12-20,2021,51,540,18,246,17985,11995
2021-12-27,2021,52,549,17,252,16114,10853
2022-01-03,2022,1,570,17,258,17200,11592
2022-01-10,2022,2,513,18,269,17478,11001
2022-01-17,2022,3,537,18,295,19175,11106
2022-01-24,2022,4,581,17,323,28605,19800
2022-01-31,2022,5,595,17,327,29417,20070
2022-02-07,2022,6,642,19,336,37262,23638
2022-02-14,2022,7,642,20,335,38286,24202
2022-02-21,2022,8,620,19,337,38565,24415
2022-02-28,2022,9,621,19,336,41121,26162
2022-03-07,2022,10,626,19,328,40669,25656
2022-03-14,2022,11,537,19,309,38826,24921
2022-03-21,2022,12,524,17,310,39352,25235
2022-03-28,2022,13,534,17,313,39420,25098
2022-04-04,2022,14,522,17,293,39240,25439
2022-04-11,2022,15,517,16,268,40400,32076
2022-04-18,2022,16,490,15,240,33269,25678
2022-04-25,2022,17,465,15,238,31811,24414
2022-05-02,2022,18,446,14,291,30886,25360
2022-05-09,2022,19,442,15,293,31272,26296
2022-05-16,2022,20,458,15,312,30917,25723
2022-05-23,2022,21,467,17,312,31777,24881
2022-05-30,2022,22,466,15,317,31653,24775
2022-06-06,2022,23,483,18,362,36339,26910
2022-06-13,2022,24,574,19,352,37847,27073
2022-06-20,2022,25,599,24,401,40907,30450
2022-06-27,2022,26,620,25,435,50109,32069
2022-07-04,2022,27,666,26,502,68269,43868
2022-07-11,2022,28,675,26,517,65919,41738
2022-07-18,2022,29,715,27,541,69570,42819
2022-07-25,2022,30,749,28,536,65102,38928
2022-08-01,2022,31,860,28,537,69545,39220
2022-08-08,2022,32,868,29,518,80783,50701
2022-08-15,2022,33,861,29,509,77677,50942
2022-08-22,2022,34,917,29,553,79912,52531
2022-08-29,2022,35,908,28,516,75282,50500
2022-09-05,2022,36,821,28,526,73032,49837
2022-09-12,2022,37,801,24,491,70421,46850
2022-09-19,2022,38,758,24,453,59463,44568
2022-09-26,2022,39,701,23,398,47793,32684
2022-10-03,2022,40,650,22,361,45946,31198
2022-10-10,2022,41,595,20,320,41988,29903
2022-10-17,2022,42,517,21,254,37972,28092
2022-10-24,2022,43,407,18,246,30990,25776
2022-10-31,2022,44,389,19,265,45372,40295
2022-11-07,2022,45,403,19,270,46945,39950
2022-11-14,2022,46,392,18,236,53381,39105
2022-11-21,2022,47,449,21,315,73532,46584
2022-11-28,2022,48,479,23,345,78027,50656
2022-12-05,2022,49,493,23,359,78706,50922
2022-12-12,2022,50,505,25,390,80001,52237
2022-12-19,2022,51,534,26,395,76286,48502
2022-12-26,2022,52,547,26,405,77191,49277
2023-01-02,2023,1,569,26,424,78646,50461
2023-01-09,2023,2,580,26,435,78925,50461
2023-01-16,2023,3,566,27,428,79288,50357
2023-01-23,2023,4,539,27,409,52019,23748
2023-01-30,2023,5,518,28,395,51808,23227
2023-02-06,2023,6,474,29,366,43143,22624
2023-02-13,2023,7,418,27,313,23946,15407
2023-02-20,2023,8,391,24,285,21230,12820
2023-02-27,2023,9,419,22,265,23667,11980
2023-03-06,2023,10,403,24,253,23048,10583
2023-03-13,2023,11,339,21,230,16837,7124
2023-03-20,2023,12,342,24,240,16287,6515
2023-03-27,2023,13,344,23,236,15836,6090
2023-04-03,2023,14,410,22,315,18206,7357
2023-04-10,2023,15,483,27,373,46778,18931
2023-04-17,2023,16,529,28,384,50381,22476
2023-04-24,2023,17,565,26,438,52168,24670
2023-05-01,2023,18,584,27,447,56636,25511
2023-05-08,2023,19,599,26,445,58823,27098
2023-05-15,2023,20,605,27,435,58573,26227
2023-05-22,2023,21,551,27,434,75572,42615
2023-05-29,2023,22,556,27,422,75678,42718
2023-06-05,2023,23,601,30,456,78298,44161
2023-06-12,2023,24,605,29,451,81341,44646
2023-06-19,2023,25,614,29,456,112146,45771
2023-06-26,2023,26,575,31,375,113028,46019
2023-07-03,2023,27,547,29,356,90165,36206
2023-07-10,2023,28,570,30,435,129995,38457
2023-07-17,2023,29,559,31,434,132091,39731
2023-07-24,2023,30,655,31,459,151628,52163
2023-07-31,2023,31,657,32,485,157876,59321
2023-08-07,2023,32,666,31,494,165111,63232
2023-08-14,2023,33,669,31,501,154027,56011
2023-08-21,2023,34,687,30,508,154280,56859
2023-08-28,2023,35,648,26,488,159244,63172
2023-09-04,2023,36,627,26,482,155987,62481
2023-09-11,2023,37,599,25,475,125264,61118
2023-09-18,2023,38,577,25,479,122312,59711
2023-09-25,2023,39,524,25,433,116406,57842
2023-10-02,2023,40,474,23,339,85721,59029
2023-10-09,2023,41,432,23,302,79857,55118
2023-10-16,2023,42,307,18,230,55611,41622
2023-10-23,2023,43,302,20,224,49303,32932
2023-10-30,2023,44,294,19,225,41490,28664
2023-11-06,2023,45,308,22,211,39815,21888
2023-11-13,2023,46,424,23,232,50840,27659
2023-11-20,2023,47,457,23,384,64676,23068
2023-11-27,2023,48,517,25,430,68834,26361
2023-12-04,2023,49,557,26,474,72199,29403
2023-12-11,2023,50,577,26,480,77339,30876
2023-12-18,2023,51,602,27,489,78124,31602
2023-12-25,2023,52,622,27,488,68627,26433
2024-01-01,2024,1,640,27,487,69077,26698
2024-01-08,2024,2,656,27,505,70703,27778
2024-01-15,2024,3,659,28,499,68769,27790
2024-01-22,2024,4,670,28,484,91966,43793
2024-01-29,2024,5,655,27,481,108700,41586
2024-02-05,2024,6,521,26,462,96926,34854
2024-02-12,2024,7,515,26,375,77901,32893
2024-02-19,2024,8,483,27,354,74463,29862
2024-02-26,2024,9,465,27,317,72358,28886
2024-03-04,2024,10,444,27,297,76204,29970
2024-03-11,2024,11,491,27,330,82251,35430
2024-03-18,2024,12,525,29,356,84112,38423
2024-03-25,2024,13,546,30,389,86747,40461
2024-04-01,2024,14,564,30,387,86943,40185
2024-04-08,2024,15,658,29,370,102020,51975
2024-04-15,2024,16,693,29,367,84443,46171
2024-04-22,2024,17,689,29,366,59998,46527
2024-04-29,2024,18,722,29,386,64383,48269
2024-05-06,2024,19,722,32,372,64837,47656
2024-05-13,2024,20,711,33,358,66152,47575
2024-05-20,2024,21,711,33,356,65767,45794
2024-05-27,2024,22,712,33,371,56544,43189
2024-06-03,2024,23,647,33,351,51099,37161
2024-06-10,2024,24,589,32,334,46492,32433
2024-06-17,2024,25,578,32,309,44980,31127
2024-06-24,2024,26,557,31,292,44093,30577
2024-07-01,2024,27,477,36,309,35784,21774
2024-07-08,2024,28,430,36,303,30681,12394
2024-07-15,2024,29,469,35,380,72071,36428
2024-07-22,2024,30,452,35,388,94871,87805
2024-07-29,2024,31,439,35,391,94116,88395
2024-08-05,2024,32,457,38,407,93338,89155
2024-08-12,2024,33,454,36,400,96752,91623
2024-08-19,2024,34,468,36,390,99404,93930
2024-08-26,2024,35,473,36,383,98447,93759
2024-09-02,2024,36,494,38,402,99678,94186
2024-09-09,2024,37,477,37,390,98973,93889
2024-09-16,2024,38,476,37,395,98829,93971
2024-09-23,2024,39,438,32,377,91530,90621
2024-09-30,2024,40,442,31,385,94821,93409
2024-10-07,2024,41,380,28,298,52094,68336
2024-10-14,2024,42,350,27,266,24134,14989
2024-10-21,2024,43,339,27,257,22333,13691
2024-10-28,2024,44,359,27,242,22751,13264
2024-11-04,2024,45,374,27,287,18361,10383
2024-11-11,2024,46,371,26,294,22231,9415
2024-11-18,2024,47,385,26,319,28095,14709
2024-11-25,2024,48,371,23,305,27752,14420
2024-12-02,2024,49,387,22,343,30875,14222
2024-12-09,2024,50,403,23,366,33578,14222
2024-12-16,2024,51,441,21,385,35713,15751
2024-12-23,2024,52,446,21,392,46431,24316
2024-12-30,2025,1,504,21,406,80724,60346
2025-01-06,2025,2,533,21,415,81411,64788
2025-01-13,2025,3,534,21,402,81501,65386
2025-01-20,2025,4,489,21,404,87407,72725
2025-01-27,2025,5,465,21,362,86697,72532
2025-02-03,2025,6,441,21,347,79831,71072
2025-02-10,2025,7,424,21,330,73806,66178
2025-02-17,2025,8,404,19,325,72551,65771
2025-02-24,2025,9,379,17,277,68630,65281
2025-03-03,2025,10,347,16,249,65093,64900
2025-03-10,2025,11,315,15,226,63026,63568
2025-03-17,2025,12,291,13,211,47392,51309
2025-03-24,2025,13,241,14,179,14067,15561
2025-03-31,2025,14,229,14,165,13698,11473
2025-04-07,2025,15,232,16,177,13410,11023
2025-04-14,2025,16,264,16,183,5823,7524
2025-04-21,2025,17,274,17,188,6525,8468
2025-04-28,2025,18,297,17,192,6807,8584
2025-05-05,2025,19,298,16,174,6810,8990
2025-05-12,2025,20,305,16,187,7100,9221
2025-05-19,2025,21,381,17,190,8092,9410
2025-05-26,2025,22,395,17,215,10441,9473
2025-06-02,2025,23,386,18,216,9585,9046
2025-06-09,2025,24,404,24,237,11809,9643
2025-06-16,2025,25,408,24,248,12316,9686
2025-06-23,2025,26,401,25,263,13191,9799
2025-06-30,2025,27,424,26,268,17101,14068
2025-07-07,2025,28,389,25,267,17835,10575
2025-07-14,2025,29,451,25,266,22064,12441
2025-07-21,2025,30,436,26,264,24054,12939
2025-07-28,2025,31,466,28,292,34750,18299
2025-08-04,2025,32,530,32,322,56077,21632
2025-08-11,2025,33,491,32,354,58124,23527
2025-08-18,2025,34,544,32,357,61623,26190
2025-08-25,2025,35,592,33,377,72531,35547
2025-09-01,2025,36,587,29,350,71419,35428
2025-09-08,2025,37,609,28,362,72265,40820
2025-09-15,2025,38,620,28,367,71746,40740
2025-09-22,2025,39,591,28,377,67757,36387
2025-09-29,2025,40,590,28,377,66819,35510
2025-10-06,2025,41,512,29,370,62351,33089
2025-10-13,2025,42,503,28,362,60242,33004
2025-10-20,2025,43,490,27,371,51888,28428
2025-10-27,2025,44,431,24,336,32572,25212
2025-11-03,2025,45,411,24,308,30946,23574
2025-11-10,2025,46,364,23,292,27809,32921
2025-11-17,2025,47,301,22,253,16619,23415
2025-11-24,2025,48,267,21,234,15343,22613
2025-12-01,2025,49,224,20,208,12970,16875
2025-12-08,2025,50,192,15,187,12229,16436
2025-12-15,2025,51,171,15,165,11716,16237
2025-12-22,2025,52,155,14,154,11428,16100
